# wavelength(um) transit_depth error
4.93822186e+01 9.72687395e-03 1.00000000e-05
4.93789267e+01 9.70235469e-03 1.00000000e-05
4.93756350e+01 9.68517545e-03 1.00000000e-05
4.93723435e+01 9.68950964e-03 1.00000000e-05
4.93690522e+01 9.75215778e-03 1.00000000e-05
4.93657612e+01 9.80760208e-03 1.00000000e-05
4.93624703e+01 9.77384629e-03 1.00000000e-05
4.93591797e+01 9.69783973e-03 1.00000000e-05
4.93558893e+01 9.70635300e-03 1.00000000e-05
4.93525991e+01 9.70489321e-03 1.00000000e-05
4.93493092e+01 9.72402900e-03 1.00000000e-05
4.93460195e+01 9.73893765e-03 1.00000000e-05
4.93427299e+01 9.75428035e-03 1.00000000e-05
4.93394406e+01 1.03134378e-02 1.00000000e-05
4.93361516e+01 1.03345291e-02 1.00000000e-05
4.93328627e+01 9.94348745e-03 1.00000000e-05
4.93295741e+01 9.76632177e-03 1.00000000e-05
4.93262857e+01 9.71939484e-03 1.00000000e-05
4.93229975e+01 9.70886728e-03 1.00000000e-05
4.93197095e+01 9.71248944e-03 1.00000000e-05
4.93164217e+01 9.70448883e-03 1.00000000e-05
4.93131342e+01 9.69817953e-03 1.00000000e-05
4.93098468e+01 9.72694197e-03 1.00000000e-05
4.93065597e+01 9.69159014e-03 1.00000000e-05
4.93032729e+01 9.69686747e-03 1.00000000e-05
4.92999862e+01 9.69699104e-03 1.00000000e-05
4.92966997e+01 9.69905392e-03 1.00000000e-05
4.92934135e+01 9.69887011e-03 1.00000000e-05
4.92901275e+01 9.72605255e-03 1.00000000e-05
4.92868417e+01 1.00638340e-02 1.00000000e-05
4.92835562e+01 1.02548237e-02 1.00000000e-05
4.92802708e+01 1.02702581e-02 1.00000000e-05
4.92769857e+01 9.74855607e-03 1.00000000e-05
4.92737008e+01 9.74064306e-03 1.00000000e-05
4.92704161e+01 9.68105460e-03 1.00000000e-05
4.92671316e+01 9.69412727e-03 1.00000000e-05
4.92638473e+01 9.66165626e-03 1.00000000e-05
4.92605633e+01 9.66547384e-03 1.00000000e-05
4.92572795e+01 9.67479628e-03 1.00000000e-05
4.92539959e+01 9.65922885e-03 1.00000000e-05
4.92507125e+01 9.64324460e-03 1.00000000e-05
4.92474293e+01 9.64268808e-03 1.00000000e-05
4.92441464e+01 9.65302033e-03 1.00000000e-05
4.92408637e+01 9.63589861e-03 1.00000000e-05
4.92375812e+01 9.64214081e-03 1.00000000e-05
4.92342989e+01 9.63756523e-03 1.00000000e-05
4.92310168e+01 9.62816921e-03 1.00000000e-05
4.92277350e+01 9.65358548e-03 1.00000000e-05
4.92244533e+01 9.63680519e-03 1.00000000e-05
4.92211719e+01 9.60880260e-03 1.00000000e-05
4.92178907e+01 9.63530580e-03 1.00000000e-05
4.92146097e+01 9.61732273e-03 1.00000000e-05
4.92113290e+01 9.63068250e-03 1.00000000e-05
4.92080485e+01 9.61254067e-03 1.00000000e-05
4.92047681e+01 9.61770406e-03 1.00000000e-05
4.92014880e+01 9.62235913e-03 1.00000000e-05
4.91982082e+01 9.62449733e-03 1.00000000e-05
4.91949285e+01 9.60243457e-03 1.00000000e-05
4.91916491e+01 9.60976046e-03 1.00000000e-05
4.91883698e+01 9.60708274e-03 1.00000000e-05
4.91850908e+01 9.60409732e-03 1.00000000e-05
4.91818120e+01 9.62715539e-03 1.00000000e-05
4.91785335e+01 9.61250498e-03 1.00000000e-05
4.91752551e+01 9.59489128e-03 1.00000000e-05
4.91719770e+01 9.61581343e-03 1.00000000e-05
4.91686991e+01 9.62716523e-03 1.00000000e-05
4.91654214e+01 9.61703395e-03 1.00000000e-05
4.91621439e+01 9.59091031e-03 1.00000000e-05
4.91588666e+01 9.60066203e-03 1.00000000e-05
4.91555896e+01 9.61924291e-03 1.00000000e-05
4.91523128e+01 9.60192492e-03 1.00000000e-05
4.91490362e+01 9.61890705e-03 1.00000000e-05
4.91457598e+01 9.63541998e-03 1.00000000e-05
4.91424836e+01 9.65777847e-03 1.00000000e-05
4.91392077e+01 9.71460209e-03 1.00000000e-05
4.91359320e+01 9.68121450e-03 1.00000000e-05
4.91326564e+01 9.63089517e-03 1.00000000e-05
4.91293811e+01 9.61549370e-03 1.00000000e-05
4.91261061e+01 9.59730670e-03 1.00000000e-05
4.91228312e+01 9.61910160e-03 1.00000000e-05
4.91195566e+01 9.58674608e-03 1.00000000e-05
4.91162822e+01 9.59761637e-03 1.00000000e-05
4.91130080e+01 9.59561956e-03 1.00000000e-05
4.91097340e+01 9.60630644e-03 1.00000000e-05
4.91064602e+01 9.57725233e-03 1.00000000e-05
4.91031867e+01 9.60088055e-03 1.00000000e-05
4.90999133e+01 9.58805208e-03 1.00000000e-05
4.90966402e+01 9.57714385e-03 1.00000000e-05
4.90933673e+01 9.59068937e-03 1.00000000e-05
4.90900947e+01 9.59002745e-03 1.00000000e-05
4.90868222e+01 9.58620069e-03 1.00000000e-05
4.90835500e+01 9.58568728e-03 1.00000000e-05
4.90802780e+01 9.57906032e-03 1.00000000e-05
4.90770062e+01 9.58386934e-03 1.00000000e-05
4.90737346e+01 9.58842296e-03 1.00000000e-05
4.90704632e+01 9.61528984e-03 1.00000000e-05
4.90671921e+01 9.58389736e-03 1.00000000e-05
4.90639211e+01 9.61488537e-03 1.00000000e-05
4.90606504e+01 9.56065779e-03 1.00000000e-05
4.90573799e+01 9.57725738e-03 1.00000000e-05
4.90541097e+01 9.58464356e-03 1.00000000e-05
4.90508396e+01 9.58254811e-03 1.00000000e-05
4.90475698e+01 9.61759117e-03 1.00000000e-05
4.90443001e+01 9.64621104e-03 1.00000000e-05
4.90410307e+01 9.62370382e-03 1.00000000e-05
4.90377616e+01 9.57438058e-03 1.00000000e-05
4.90344926e+01 9.58466215e-03 1.00000000e-05
4.90312238e+01 9.57882028e-03 1.00000000e-05
4.90279553e+01 9.56720392e-03 1.00000000e-05
4.90246870e+01 9.58252403e-03 1.00000000e-05
4.90214189e+01 9.60201804e-03 1.00000000e-05
4.90181510e+01 9.73214161e-03 1.00000000e-05
4.90148834e+01 9.70820824e-03 1.00000000e-05
4.90116159e+01 9.58815260e-03 1.00000000e-05
4.90083487e+01 9.56562653e-03 1.00000000e-05
4.90050817e+01 9.57828020e-03 1.00000000e-05
4.90018149e+01 9.57698745e-03 1.00000000e-05
4.89985483e+01 9.61094171e-03 1.00000000e-05
4.89952820e+01 9.58106913e-03 1.00000000e-05
4.89920159e+01 9.58848851e-03 1.00000000e-05
4.89887499e+01 9.56348462e-03 1.00000000e-05
4.89854842e+01 9.57441959e-03 1.00000000e-05
4.89822188e+01 9.56677994e-03 1.00000000e-05
4.89789535e+01 9.56658229e-03 1.00000000e-05
4.89756885e+01 9.58019892e-03 1.00000000e-05
4.89724236e+01 9.57802599e-03 1.00000000e-05
4.89691590e+01 9.57919377e-03 1.00000000e-05
4.89658946e+01 9.73650667e-03 1.00000000e-05
4.89626304e+01 9.72519518e-03 1.00000000e-05
4.89593665e+01 9.67213534e-03 1.00000000e-05
4.89561027e+01 9.56845407e-03 1.00000000e-05
4.89528392e+01 9.59172503e-03 1.00000000e-05
4.89495759e+01 9.85129608e-03 1.00000000e-05
4.89463128e+01 9.87262195e-03 1.00000000e-05
4.89430500e+01 9.65099770e-03 1.00000000e-05
4.89397873e+01 9.56362089e-03 1.00000000e-05
4.89365249e+01 9.59283465e-03 1.00000000e-05
4.89332627e+01 9.56298245e-03 1.00000000e-05
4.89300007e+01 9.56221452e-03 1.00000000e-05
4.89267389e+01 9.58819267e-03 1.00000000e-05
4.89234773e+01 9.58646120e-03 1.00000000e-05
4.89202160e+01 9.58788340e-03 1.00000000e-05
4.89169548e+01 9.59249728e-03 1.00000000e-05
4.89136939e+01 9.59325600e-03 1.00000000e-05
4.89104332e+01 9.60387614e-03 1.00000000e-05
4.89071727e+01 9.77185655e-03 1.00000000e-05
4.89039125e+01 9.81136134e-03 1.00000000e-05
4.89006524e+01 9.70780295e-03 1.00000000e-05
4.88973926e+01 9.61478316e-03 1.00000000e-05
4.88941330e+01 9.61543601e-03 1.00000000e-05
4.88908736e+01 9.63568814e-03 1.00000000e-05
4.88876144e+01 9.75018511e-03 1.00000000e-05
4.88843555e+01 9.83284158e-03 1.00000000e-05
4.88810967e+01 9.86458930e-03 1.00000000e-05
4.88778382e+01 9.68595131e-03 1.00000000e-05
4.88745799e+01 9.65474046e-03 1.00000000e-05
4.88713218e+01 9.67110775e-03 1.00000000e-05
4.88680640e+01 9.65800613e-03 1.00000000e-05
4.88648063e+01 9.60754555e-03 1.00000000e-05
4.88615489e+01 9.58642621e-03 1.00000000e-05
4.88582916e+01 9.58429958e-03 1.00000000e-05
4.88550346e+01 9.58489033e-03 1.00000000e-05
4.88517779e+01 9.58052109e-03 1.00000000e-05
4.88485213e+01 9.58173082e-03 1.00000000e-05
4.88452649e+01 9.59044817e-03 1.00000000e-05
4.88420088e+01 9.58298063e-03 1.00000000e-05
4.88387529e+01 9.57092008e-03 1.00000000e-05
4.88354972e+01 9.56920062e-03 1.00000000e-05
4.88322417e+01 9.55745889e-03 1.00000000e-05
4.88289864e+01 9.57088067e-03 1.00000000e-05
4.88257314e+01 9.66293901e-03 1.00000000e-05
4.88224766e+01 9.67309083e-03 1.00000000e-05
4.88192219e+01 9.55616211e-03 1.00000000e-05
4.88159675e+01 9.65138734e-03 1.00000000e-05
4.88127134e+01 9.65679361e-03 1.00000000e-05
4.88094594e+01 9.60348651e-03 1.00000000e-05
4.88062057e+01 9.81634742e-03 1.00000000e-05
4.88029521e+01 9.93802754e-03 1.00000000e-05
4.87996988e+01 9.79972464e-03 1.00000000e-05
4.87964457e+01 9.77230150e-03 1.00000000e-05
4.87931928e+01 9.57196809e-03 1.00000000e-05
4.87899402e+01 9.55970233e-03 1.00000000e-05
4.87866877e+01 9.65195773e-03 1.00000000e-05
4.87834355e+01 9.85614744e-03 1.00000000e-05
4.87801835e+01 9.89196349e-03 1.00000000e-05
4.87769317e+01 9.69009796e-03 1.00000000e-05
4.87736801e+01 9.61729921e-03 1.00000000e-05
4.87704288e+01 9.58277460e-03 1.00000000e-05
4.87671776e+01 9.55612498e-03 1.00000000e-05
4.87639267e+01 9.59097845e-03 1.00000000e-05
4.87606760e+01 9.58758633e-03 1.00000000e-05
4.87574255e+01 9.91739618e-03 1.00000000e-05
4.87541752e+01 1.00859344e-02 1.00000000e-05
4.87509251e+01 1.00738353e-02 1.00000000e-05
4.87476753e+01 9.69089968e-03 1.00000000e-05
4.87444257e+01 9.88126140e-03 1.00000000e-05
4.87411762e+01 1.00958945e-02 1.00000000e-05
4.87379271e+01 1.00918622e-02 1.00000000e-05
4.87346781e+01 9.65707163e-03 1.00000000e-05
4.87314293e+01 9.59209061e-03 1.00000000e-05
4.87281808e+01 9.60862999e-03 1.00000000e-05
4.87249324e+01 9.60712970e-03 1.00000000e-05
4.87216843e+01 9.64130069e-03 1.00000000e-05
4.87184364e+01 9.64404900e-03 1.00000000e-05
4.87151887e+01 9.63504198e-03 1.00000000e-05
4.87119413e+01 9.56213850e-03 1.00000000e-05
4.87086940e+01 9.58592493e-03 1.00000000e-05
4.87054470e+01 9.58512765e-03 1.00000000e-05
4.87022002e+01 9.56451328e-03 1.00000000e-05
4.86989536e+01 9.54608254e-03 1.00000000e-05
4.86957072e+01 9.56920723e-03 1.00000000e-05
4.86924611e+01 9.55707814e-03 1.00000000e-05
4.86892151e+01 9.60661411e-03 1.00000000e-05
4.86859694e+01 9.58703378e-03 1.00000000e-05
4.86827239e+01 9.59644776e-03 1.00000000e-05
4.86794786e+01 9.57177368e-03 1.00000000e-05
4.86762335e+01 9.80352424e-03 1.00000000e-05
4.86729886e+01 9.85821124e-03 1.00000000e-05
4.86697440e+01 9.61702220e-03 1.00000000e-05
4.86664995e+01 9.54521054e-03 1.00000000e-05
4.86632553e+01 9.55562441e-03 1.00000000e-05
4.86600113e+01 9.56400989e-03 1.00000000e-05
4.86567675e+01 9.59111212e-03 1.00000000e-05
4.86535240e+01 9.59162928e-03 1.00000000e-05
4.86502806e+01 9.57474552e-03 1.00000000e-05
4.86470375e+01 9.57352733e-03 1.00000000e-05
4.86437946e+01 9.60825841e-03 1.00000000e-05
4.86405519e+01 9.75833021e-03 1.00000000e-05
4.86373094e+01 1.00131252e-02 1.00000000e-05
4.86340671e+01 1.01196777e-02 1.00000000e-05
4.86308250e+01 9.65799676e-03 1.00000000e-05
4.86275832e+01 9.62095258e-03 1.00000000e-05
4.86243416e+01 9.62264062e-03 1.00000000e-05
4.86211002e+01 9.69282688e-03 1.00000000e-05
4.86178590e+01 9.73867816e-03 1.00000000e-05
4.86146180e+01 9.70153437e-03 1.00000000e-05
4.86113772e+01 9.67204032e-03 1.00000000e-05
4.86081367e+01 9.64128438e-03 1.00000000e-05
4.86048964e+01 9.61939456e-03 1.00000000e-05
4.86016563e+01 9.58257645e-03 1.00000000e-05
4.85984164e+01 9.63366395e-03 1.00000000e-05
4.85951767e+01 9.65537981e-03 1.00000000e-05
4.85919372e+01 9.61187090e-03 1.00000000e-05
4.85886980e+01 9.56571494e-03 1.00000000e-05
4.85854590e+01 9.55222249e-03 1.00000000e-05
4.85822201e+01 9.56398597e-03 1.00000000e-05
4.85789815e+01 9.56847264e-03 1.00000000e-05
4.85757432e+01 9.57475470e-03 1.00000000e-05
4.85725050e+01 9.58682380e-03 1.00000000e-05
4.85692670e+01 9.57698014e-03 1.00000000e-05
4.85660293e+01 9.54328163e-03 1.00000000e-05
4.85627918e+01 9.54073888e-03 1.00000000e-05
4.85595545e+01 9.55934497e-03 1.00000000e-05
4.85563174e+01 9.56996428e-03 1.00000000e-05
4.85530805e+01 9.66684649e-03 1.00000000e-05
4.85498439e+01 9.66916206e-03 1.00000000e-05
4.85466074e+01 9.64771955e-03 1.00000000e-05
4.85433712e+01 9.66574848e-03 1.00000000e-05
4.85401352e+01 9.69246785e-03 1.00000000e-05
4.85368994e+01 9.90155281e-03 1.00000000e-05
4.85336638e+01 1.00847692e-02 1.00000000e-05
4.85304285e+01 9.98382034e-03 1.00000000e-05
4.85271933e+01 9.68703801e-03 1.00000000e-05
4.85239584e+01 9.73648662e-03 1.00000000e-05
4.85207237e+01 9.99230558e-03 1.00000000e-05
4.85174892e+01 9.88217509e-03 1.00000000e-05
4.85142549e+01 9.69018078e-03 1.00000000e-05
4.85110208e+01 9.63129219e-03 1.00000000e-05
4.85077870e+01 9.56481694e-03 1.00000000e-05
4.85045533e+01 9.62450491e-03 1.00000000e-05
4.85013199e+01 9.62904047e-03 1.00000000e-05
4.84980867e+01 9.63317499e-03 1.00000000e-05
4.84948537e+01 9.54332104e-03 1.00000000e-05
4.84916209e+01 9.56851985e-03 1.00000000e-05
4.84883884e+01 9.60839997e-03 1.00000000e-05
4.84851560e+01 9.59697193e-03 1.00000000e-05
4.84819239e+01 9.58372487e-03 1.00000000e-05
4.84786920e+01 9.56366477e-03 1.00000000e-05
4.84754603e+01 9.55688666e-03 1.00000000e-05
4.84722288e+01 9.56555378e-03 1.00000000e-05
4.84689975e+01 9.55612683e-03 1.00000000e-05
4.84657665e+01 9.55131667e-03 1.00000000e-05
4.84625357e+01 9.59470173e-03 1.00000000e-05
4.84593050e+01 9.56525771e-03 1.00000000e-05
4.84560746e+01 9.52190500e-03 1.00000000e-05
4.84528444e+01 9.52719266e-03 1.00000000e-05
4.84496145e+01 9.55505235e-03 1.00000000e-05
4.84463847e+01 9.59536020e-03 1.00000000e-05
4.84431552e+01 9.57978770e-03 1.00000000e-05
4.84399258e+01 9.58150417e-03 1.00000000e-05
4.84366967e+01 9.54660086e-03 1.00000000e-05
4.84334678e+01 9.57198128e-03 1.00000000e-05
4.84302391e+01 9.55410655e-03 1.00000000e-05
4.84270107e+01 9.54358322e-03 1.00000000e-05
4.84237824e+01 9.53332822e-03 1.00000000e-05
4.84205544e+01 9.52742089e-03 1.00000000e-05
4.84173266e+01 9.55748554e-03 1.00000000e-05
4.84140990e+01 9.75464236e-03 1.00000000e-05
4.84108716e+01 9.73137757e-03 1.00000000e-05
4.84076444e+01 9.63644501e-03 1.00000000e-05
4.84044174e+01 9.53603152e-03 1.00000000e-05
4.84011907e+01 9.56061982e-03 1.00000000e-05
4.83979642e+01 9.55144479e-03 1.00000000e-05
4.83947378e+01 9.54234113e-03 1.00000000e-05
4.83915117e+01 9.58364102e-03 1.00000000e-05
4.83882859e+01 9.66226719e-03 1.00000000e-05
4.83850602e+01 9.59362342e-03 1.00000000e-05
4.83818347e+01 9.58043458e-03 1.00000000e-05
4.83786095e+01 9.59278832e-03 1.00000000e-05
4.83753845e+01 9.54751837e-03 1.00000000e-05
4.83721596e+01 9.54130240e-03 1.00000000e-05
4.83689351e+01 9.53522304e-03 1.00000000e-05
4.83657107e+01 9.57461556e-03 1.00000000e-05
4.83624865e+01 9.72761110e-03 1.00000000e-05
4.83592626e+01 9.75053171e-03 1.00000000e-05
4.83560388e+01 9.59975484e-03 1.00000000e-05
4.83528153e+01 9.55053836e-03 1.00000000e-05
4.83495920e+01 9.53981031e-03 1.00000000e-05
4.83463689e+01 9.54258880e-03 1.00000000e-05
4.83431460e+01 9.54255430e-03 1.00000000e-05
4.83399234e+01 9.54016931e-03 1.00000000e-05
4.83367009e+01 9.54995883e-03 1.00000000e-05
4.83334787e+01 9.54358187e-03 1.00000000e-05
4.83302567e+01 9.55790320e-03 1.00000000e-05
4.83270349e+01 9.56005979e-03 1.00000000e-05
4.83238133e+01 9.57900038e-03 1.00000000e-05
4.83205919e+01 9.68410673e-03 1.00000000e-05
4.83173707e+01 9.93139060e-03 1.00000000e-05
4.83141498e+01 9.94109530e-03 1.00000000e-05
4.83109291e+01 9.73591640e-03 1.00000000e-05
