# wavelength(um) transit_depth error
4.85045533e+01 3.21848030e-04 1.00000000e-05
4.85013199e+01 3.12699045e-04 1.00000000e-05
4.84980867e+01 3.26461328e-04 1.00000000e-05
4.84948537e+01 3.14997307e-04 1.00000000e-05
4.84916209e+01 3.40035863e-04 1.00000000e-05
4.84883884e+01 3.22473883e-04 1.00000000e-05
4.84851560e+01 3.16370416e-04 1.00000000e-05
4.84819239e+01 3.39565234e-04 1.00000000e-05
4.84786920e+01 3.28454630e-04 1.00000000e-05
4.84754603e+01 3.17601391e-04 1.00000000e-05
4.84722288e+01 3.34350079e-04 1.00000000e-05
4.84689975e+01 3.36766693e-04 1.00000000e-05
4.84657665e+01 3.12569283e-04 1.00000000e-05
4.84625357e+01 3.09792178e-04 1.00000000e-05
4.84593050e+01 3.16350825e-04 1.00000000e-05
4.84560746e+01 2.98501772e-04 1.00000000e-05
4.84528444e+01 3.14754617e-04 1.00000000e-05
4.84496145e+01 3.39053487e-04 1.00000000e-05
4.84463847e+01 3.34852912e-04 1.00000000e-05
4.84431552e+01 3.15908747e-04 1.00000000e-05
4.84399258e+01 3.21861822e-04 1.00000000e-05
4.84366967e+01 3.21358537e-04 1.00000000e-05
4.84334678e+01 3.60823093e-04 1.00000000e-05
4.84302391e+01 3.31215355e-04 1.00000000e-05
4.84270107e+01 3.31699404e-04 1.00000000e-05
4.84237824e+01 3.14540580e-04 1.00000000e-05
4.84205544e+01 3.05520689e-04 1.00000000e-05
4.84173266e+01 3.24301874e-04 1.00000000e-05
4.84140990e+01 3.18014193e-04 1.00000000e-05
4.84108716e+01 3.03357207e-04 1.00000000e-05
4.84076444e+01 3.12586018e-04 1.00000000e-05
4.84044174e+01 3.05844276e-04 1.00000000e-05
4.84011907e+01 3.32579548e-04 1.00000000e-05
4.83979642e+01 3.27828296e-04 1.00000000e-05
4.83947378e+01 3.28179151e-04 1.00000000e-05
4.83915117e+01 3.35480729e-04 1.00000000e-05
4.83882859e+01 3.20572924e-04 1.00000000e-05
4.83850602e+01 3.15627796e-04 1.00000000e-05
4.83818347e+01 3.34156127e-04 1.00000000e-05
4.83786095e+01 3.41027449e-04 1.00000000e-05
4.83753845e+01 3.17052084e-04 1.00000000e-05
4.83721596e+01 3.16678949e-04 1.00000000e-05
4.83689351e+01 3.13748267e-04 1.00000000e-05
4.83657107e+01 3.12242114e-04 1.00000000e-05
4.83624865e+01 3.31860358e-04 1.00000000e-05
4.83592626e+01 3.66796671e-04 1.00000000e-05
4.83560388e+01 3.16005990e-04 1.00000000e-05
4.83528153e+01 3.24939738e-04 1.00000000e-05
4.83495920e+01 3.12734735e-04 1.00000000e-05
4.83463689e+01 3.12872584e-04 1.00000000e-05
4.83431460e+01 3.24897855e-04 1.00000000e-05
4.83399234e+01 3.24711569e-04 1.00000000e-05
4.83367009e+01 3.23032590e-04 1.00000000e-05
4.83334787e+01 3.30037500e-04 1.00000000e-05
4.83302567e+01 3.30819094e-04 1.00000000e-05
4.83270349e+01 3.18706826e-04 1.00000000e-05
4.83238133e+01 3.15232055e-04 1.00000000e-05
