# wavelength(um) transit_depth error
1.61883890e+01 3.51906683e-04 1.00000000e-05
1.61873098e+01 4.06197731e-04 1.00000000e-05
1.61862307e+01 4.01278330e-04 1.00000000e-05
1.61851517e+01 3.64337618e-04 1.00000000e-05
1.61840728e+01 3.59964953e-04 1.00000000e-05
1.61829939e+01 3.64378358e-04 1.00000000e-05
1.61819151e+01 4.11469943e-04 1.00000000e-05
1.61808364e+01 3.98875616e-04 1.00000000e-05
1.61797578e+01 3.49493091e-04 1.00000000e-05
1.61786792e+01 3.35002665e-04 1.00000000e-05
1.61776007e+01 3.37542750e-04 1.00000000e-05
1.61765222e+01 3.69127414e-04 1.00000000e-05
1.61754439e+01 3.48297158e-04 1.00000000e-05
1.61743656e+01 3.48850532e-04 1.00000000e-05
1.61732874e+01 3.47992544e-04 1.00000000e-05
1.61722092e+01 3.66746684e-04 1.00000000e-05
1.61711311e+01 3.51514688e-04 1.00000000e-05
1.61700531e+01 3.36086015e-04 1.00000000e-05
1.61689752e+01 3.33332534e-04 1.00000000e-05
1.61678973e+01 3.87553094e-04 1.00000000e-05
1.61668196e+01 3.61580533e-04 1.00000000e-05
1.61657418e+01 3.66230726e-04 1.00000000e-05
1.61646642e+01 3.74575211e-04 1.00000000e-05
1.61635866e+01 3.35530272e-04 1.00000000e-05
1.61625091e+01 3.56198902e-04 1.00000000e-05
1.61614317e+01 3.85471245e-04 1.00000000e-05
1.61603543e+01 3.49609020e-04 1.00000000e-05
1.61592770e+01 3.45561783e-04 1.00000000e-05
1.61581998e+01 3.58504508e-04 1.00000000e-05
1.61571227e+01 3.40468902e-04 1.00000000e-05
1.61560456e+01 3.64185769e-04 1.00000000e-05
1.61549686e+01 3.61654512e-04 1.00000000e-05
1.61538917e+01 3.38218232e-04 1.00000000e-05
1.61528148e+01 3.49093647e-04 1.00000000e-05
1.61517381e+01 3.72176079e-04 1.00000000e-05
1.61506614e+01 3.38632857e-04 1.00000000e-05
1.61495847e+01 3.65231484e-04 1.00000000e-05
1.61485081e+01 3.56432327e-04 1.00000000e-05
1.61474316e+01 3.50831189e-04 1.00000000e-05
1.61463552e+01 3.66915992e-04 1.00000000e-05
1.61452789e+01 3.47572482e-04 1.00000000e-05
1.61442026e+01 3.19916401e-04 1.00000000e-05
1.61431264e+01 3.61573521e-04 1.00000000e-05
1.61420502e+01 3.55849826e-04 1.00000000e-05
1.61409742e+01 3.42205447e-04 1.00000000e-05
1.61398982e+01 3.59553395e-04 1.00000000e-05
1.61388223e+01 3.33109498e-04 1.00000000e-05
1.61377464e+01 3.32564034e-04 1.00000000e-05
1.61366706e+01 3.26810948e-04 1.00000000e-05
1.61355949e+01 3.35659306e-04 1.00000000e-05
1.61345193e+01 3.88593045e-04 1.00000000e-05
1.61334437e+01 3.67045591e-04 1.00000000e-05
1.61323682e+01 3.42600894e-04 1.00000000e-05
1.61312928e+01 3.23531721e-04 1.00000000e-05
1.61302175e+01 3.34520620e-04 1.00000000e-05
1.61291422e+01 3.43407774e-04 1.00000000e-05
1.61280670e+01 3.85923468e-04 1.00000000e-05
1.61269919e+01 3.22513164e-04 1.00000000e-05
1.61259168e+01 3.42732274e-04 1.00000000e-05
1.61248418e+01 3.78817681e-04 1.00000000e-05
1.61237669e+01 3.38617275e-04 1.00000000e-05
1.61226921e+01 3.51456433e-04 1.00000000e-05
1.61216173e+01 3.49174307e-04 1.00000000e-05
1.61205426e+01 3.61064536e-04 1.00000000e-05
1.61194679e+01 3.38756146e-04 1.00000000e-05
1.61183934e+01 3.25095285e-04 1.00000000e-05
1.61173189e+01 3.50761368e-04 1.00000000e-05
1.61162445e+01 3.29684968e-04 1.00000000e-05
1.61151701e+01 3.38021359e-04 1.00000000e-05
1.61140959e+01 3.47146195e-04 1.00000000e-05
1.61130217e+01 3.47763942e-04 1.00000000e-05
1.61119475e+01 3.49884318e-04 1.00000000e-05
1.61108735e+01 3.35054296e-04 1.00000000e-05
1.61097995e+01 3.57805750e-04 1.00000000e-05
1.61087256e+01 3.52901252e-04 1.00000000e-05
1.61076517e+01 3.75655509e-04 1.00000000e-05
1.61065780e+01 3.46977304e-04 1.00000000e-05
1.61055043e+01 3.74942492e-04 1.00000000e-05
1.61044306e+01 3.41599154e-04 1.00000000e-05
1.61033571e+01 3.53372014e-04 1.00000000e-05
1.61022836e+01 3.65301615e-04 1.00000000e-05
1.61012102e+01 3.55263865e-04 1.00000000e-05
1.61001368e+01 3.42596858e-04 1.00000000e-05
1.60990636e+01 3.70410935e-04 1.00000000e-05
1.60979904e+01 3.69841686e-04 1.00000000e-05
1.60969172e+01 3.70901572e-04 1.00000000e-05
1.60958442e+01 3.36002649e-04 1.00000000e-05
1.60947712e+01 3.42921340e-04 1.00000000e-05
1.60936983e+01 3.22066121e-04 1.00000000e-05
1.60926254e+01 3.39692203e-04 1.00000000e-05
1.60915527e+01 3.39881485e-04 1.00000000e-05
1.60904800e+01 3.32638544e-04 1.00000000e-05
1.60894073e+01 3.45335476e-04 1.00000000e-05
1.60883348e+01 3.33499222e-04 1.00000000e-05
1.60872623e+01 3.42296723e-04 1.00000000e-05
1.60861899e+01 3.79306748e-04 1.00000000e-05
1.60851175e+01 3.42814374e-04 1.00000000e-05
1.60840453e+01 3.39342356e-04 1.00000000e-05
1.60829731e+01 3.63831549e-04 1.00000000e-05
1.60819009e+01 3.55507325e-04 1.00000000e-05
1.60808289e+01 3.38999634e-04 1.00000000e-05
1.60797569e+01 3.45873592e-04 1.00000000e-05
1.60786850e+01 3.60589369e-04 1.00000000e-05
1.60776132e+01 3.45826307e-04 1.00000000e-05
1.60765414e+01 3.45015705e-04 1.00000000e-05
1.60754697e+01 3.46067574e-04 1.00000000e-05
1.60743981e+01 3.75458331e-04 1.00000000e-05
1.60733265e+01 3.44563164e-04 1.00000000e-05
1.60722550e+01 3.47637063e-04 1.00000000e-05
1.60711836e+01 3.40033695e-04 1.00000000e-05
1.60701123e+01 3.38864808e-04 1.00000000e-05
1.60690410e+01 3.57879731e-04 1.00000000e-05
1.60679698e+01 4.15313327e-04 1.00000000e-05
1.60668987e+01 3.71019742e-04 1.00000000e-05
1.60658276e+01 3.48426174e-04 1.00000000e-05
1.60647566e+01 3.68540544e-04 1.00000000e-05
1.60636857e+01 3.28933686e-04 1.00000000e-05
1.60626149e+01 3.46851242e-04 1.00000000e-05
1.60615441e+01 3.43254598e-04 1.00000000e-05
1.60604734e+01 3.46419430e-04 1.00000000e-05
1.60594028e+01 3.40515414e-04 1.00000000e-05
1.60583322e+01 3.33527148e-04 1.00000000e-05
1.60572617e+01 3.45931575e-04 1.00000000e-05
1.60561913e+01 3.46518633e-04 1.00000000e-05
1.60551210e+01 3.39132433e-04 1.00000000e-05
1.60540507e+01 3.46492675e-04 1.00000000e-05
1.60529805e+01 3.52722489e-04 1.00000000e-05
1.60519104e+01 3.33864521e-04 1.00000000e-05
1.60508403e+01 3.74868048e-04 1.00000000e-05
1.60497704e+01 3.50078406e-04 1.00000000e-05
1.60487004e+01 3.27267758e-04 1.00000000e-05
1.60476306e+01 3.46603920e-04 1.00000000e-05
1.60465608e+01 3.80606824e-04 1.00000000e-05
1.60454911e+01 3.32991521e-04 1.00000000e-05
1.60444215e+01 3.69022614e-04 1.00000000e-05
1.60433519e+01 3.76932889e-04 1.00000000e-05
1.60422825e+01 3.45376139e-04 1.00000000e-05
1.60412130e+01 3.56369944e-04 1.00000000e-05
1.60401437e+01 3.56829684e-04 1.00000000e-05
1.60390744e+01 3.60576922e-04 1.00000000e-05
1.60380052e+01 3.76644153e-04 1.00000000e-05
1.60369361e+01 3.68717604e-04 1.00000000e-05
1.60358670e+01 3.45028273e-04 1.00000000e-05
1.60347981e+01 3.53449585e-04 1.00000000e-05
1.60337291e+01 3.46812460e-04 1.00000000e-05
1.60326603e+01 3.82149466e-04 1.00000000e-05
1.60315915e+01 3.35955567e-04 1.00000000e-05
1.60305228e+01 3.91722213e-04 1.00000000e-05
1.60294542e+01 3.54590567e-04 1.00000000e-05
1.60283856e+01 3.64906012e-04 1.00000000e-05
1.60273171e+01 3.98702959e-04 1.00000000e-05
1.60262487e+01 3.42731437e-04 1.00000000e-05
1.60251804e+01 3.27562771e-04 1.00000000e-05
1.60241121e+01 3.60815828e-04 1.00000000e-05
1.60230439e+01 3.36730525e-04 1.00000000e-05
1.60219758e+01 3.72400654e-04 1.00000000e-05
1.60209077e+01 3.41747945e-04 1.00000000e-05
1.60198397e+01 3.52678234e-04 1.00000000e-05
1.60187718e+01 4.24624304e-04 1.00000000e-05
1.60177040e+01 3.58303901e-04 1.00000000e-05
1.60166362e+01 3.45571482e-04 1.00000000e-05
1.60155685e+01 3.37449032e-04 1.00000000e-05
1.60145008e+01 3.62842559e-04 1.00000000e-05
1.60134333e+01 3.45447537e-04 1.00000000e-05
1.60123658e+01 3.54578679e-04 1.00000000e-05
1.60112984e+01 3.65577788e-04 1.00000000e-05
1.60102310e+01 3.49653194e-04 1.00000000e-05
1.60091638e+01 3.51436980e-04 1.00000000e-05
1.60080965e+01 3.89185094e-04 1.00000000e-05
1.60070294e+01 3.57180778e-04 1.00000000e-05
1.60059623e+01 3.21423667e-04 1.00000000e-05
1.60048954e+01 3.57763241e-04 1.00000000e-05
1.60038284e+01 3.14416205e-04 1.00000000e-05
1.60027616e+01 3.47151380e-04 1.00000000e-05
1.60016948e+01 3.47286240e-04 1.00000000e-05
1.60006281e+01 3.86483330e-04 1.00000000e-05
1.59995615e+01 3.47558603e-04 1.00000000e-05
1.59984949e+01 4.20847008e-04 1.00000000e-05
1.59974284e+01 3.20057530e-04 1.00000000e-05
1.59963620e+01 3.63160033e-04 1.00000000e-05
1.59952956e+01 3.41919086e-04 1.00000000e-05
1.59942293e+01 3.42823884e-04 1.00000000e-05
1.59931631e+01 3.67013697e-04 1.00000000e-05
1.59920970e+01 3.48304606e-04 1.00000000e-05
1.59910309e+01 3.47348655e-04 1.00000000e-05
1.59899649e+01 3.28353993e-04 1.00000000e-05
1.59888990e+01 3.66741478e-04 1.00000000e-05
1.59878331e+01 3.65302375e-04 1.00000000e-05
1.59867673e+01 3.56790100e-04 1.00000000e-05
1.59857016e+01 3.47367444e-04 1.00000000e-05
1.59846360e+01 3.68531181e-04 1.00000000e-05
1.59835704e+01 3.49631753e-04 1.00000000e-05
1.59825049e+01 3.25919593e-04 1.00000000e-05
1.59814395e+01 3.33628396e-04 1.00000000e-05
1.59803741e+01 3.22613781e-04 1.00000000e-05
1.59793088e+01 3.83016541e-04 1.00000000e-05
1.59782436e+01 3.39701597e-04 1.00000000e-05
1.59771785e+01 3.58746701e-04 1.00000000e-05
1.59761134e+01 3.35348502e-04 1.00000000e-05
1.59750484e+01 3.30204910e-04 1.00000000e-05
1.59739835e+01 3.55009191e-04 1.00000000e-05
1.59729186e+01 3.69874391e-04 1.00000000e-05
1.59718538e+01 3.67463635e-04 1.00000000e-05
1.59707891e+01 3.52186734e-04 1.00000000e-05
1.59697245e+01 3.32853981e-04 1.00000000e-05
1.59686599e+01 3.67712678e-04 1.00000000e-05
1.59675954e+01 3.69425875e-04 1.00000000e-05
1.59665309e+01 3.32953002e-04 1.00000000e-05
1.59654666e+01 3.47572150e-04 1.00000000e-05
1.59644023e+01 3.79242314e-04 1.00000000e-05
1.59633381e+01 3.50781509e-04 1.00000000e-05
1.59622739e+01 3.42819450e-04 1.00000000e-05
1.59612098e+01 3.65756002e-04 1.00000000e-05
1.59601458e+01 3.64746144e-04 1.00000000e-05
1.59590819e+01 3.66450297e-04 1.00000000e-05
1.59580180e+01 3.51064879e-04 1.00000000e-05
1.59569542e+01 3.60527572e-04 1.00000000e-05
1.59558905e+01 3.48046309e-04 1.00000000e-05
1.59548268e+01 3.71926744e-04 1.00000000e-05
1.59537632e+01 3.45531892e-04 1.00000000e-05
1.59526997e+01 3.54311302e-04 1.00000000e-05
1.59516363e+01 3.68322987e-04 1.00000000e-05
1.59505729e+01 4.11697719e-04 1.00000000e-05
1.59495096e+01 3.51724873e-04 1.00000000e-05
1.59484464e+01 3.62549768e-04 1.00000000e-05
1.59473832e+01 3.53938772e-04 1.00000000e-05
1.59463201e+01 3.78780811e-04 1.00000000e-05
1.59452571e+01 3.42352625e-04 1.00000000e-05
1.59441942e+01 3.42604868e-04 1.00000000e-05
1.59431313e+01 3.51998323e-04 1.00000000e-05
1.59420685e+01 3.32228091e-04 1.00000000e-05
1.59410058e+01 3.42889815e-04 1.00000000e-05
1.59399431e+01 3.56121365e-04 1.00000000e-05
1.59388805e+01 3.40489703e-04 1.00000000e-05
1.59378180e+01 3.58738979e-04 1.00000000e-05
1.59367555e+01 3.40820107e-04 1.00000000e-05
1.59356932e+01 3.57049211e-04 1.00000000e-05
1.59346308e+01 3.46461472e-04 1.00000000e-05
1.59335686e+01 3.35865018e-04 1.00000000e-05
1.59325064e+01 3.39900708e-04 1.00000000e-05
1.59314443e+01 3.49674678e-04 1.00000000e-05
1.59303823e+01 3.41618075e-04 1.00000000e-05
1.59293204e+01 3.51342291e-04 1.00000000e-05
1.59282585e+01 3.53221503e-04 1.00000000e-05
1.59271967e+01 3.66322727e-04 1.00000000e-05
1.59261349e+01 4.09069496e-04 1.00000000e-05
1.59250733e+01 3.36337303e-04 1.00000000e-05
1.59240117e+01 3.49682749e-04 1.00000000e-05
1.59229501e+01 3.45545133e-04 1.00000000e-05
1.59218887e+01 3.81304659e-04 1.00000000e-05
1.59208273e+01 3.35485027e-04 1.00000000e-05
1.59197660e+01 3.72528657e-04 1.00000000e-05
1.59187047e+01 3.46630468e-04 1.00000000e-05
1.59176435e+01 3.37820538e-04 1.00000000e-05
1.59165824e+01 3.63505912e-04 1.00000000e-05
1.59155214e+01 3.39798465e-04 1.00000000e-05
1.59144604e+01 3.43689038e-04 1.00000000e-05
1.59133995e+01 3.76966425e-04 1.00000000e-05
1.59123387e+01 3.64253135e-04 1.00000000e-05
1.59112780e+01 3.90053119e-04 1.00000000e-05
1.59102173e+01 3.22638759e-04 1.00000000e-05
1.59091567e+01 3.77055922e-04 1.00000000e-05
1.59080961e+01 3.62337924e-04 1.00000000e-05
1.59070357e+01 3.26274809e-04 1.00000000e-05
1.59059753e+01 3.59382814e-04 1.00000000e-05
1.59049149e+01 3.50460106e-04 1.00000000e-05
1.59038547e+01 3.67179557e-04 1.00000000e-05
1.59027945e+01 3.55998428e-04 1.00000000e-05
1.59017344e+01 3.45734096e-04 1.00000000e-05
1.59006743e+01 3.46141342e-04 1.00000000e-05
1.58996144e+01 3.45855863e-04 1.00000000e-05
1.58985545e+01 3.25289149e-04 1.00000000e-05
1.58974946e+01 3.49864048e-04 1.00000000e-05
1.58964349e+01 3.42141459e-04 1.00000000e-05
1.58953752e+01 3.70396662e-04 1.00000000e-05
1.58943155e+01 3.56249075e-04 1.00000000e-05
1.58932560e+01 3.80624905e-04 1.00000000e-05
1.58921965e+01 3.94524941e-04 1.00000000e-05
1.58911371e+01 3.63686066e-04 1.00000000e-05
1.58900778e+01 3.78985068e-04 1.00000000e-05
1.58890185e+01 3.65163410e-04 1.00000000e-05
1.58879593e+01 3.52250483e-04 1.00000000e-05
1.58869002e+01 3.59535760e-04 1.00000000e-05
1.58858411e+01 3.51975049e-04 1.00000000e-05
1.58847821e+01 3.42869205e-04 1.00000000e-05
1.58837232e+01 3.34960098e-04 1.00000000e-05
1.58826644e+01 3.40373377e-04 1.00000000e-05
1.58816056e+01 3.50058657e-04 1.00000000e-05
1.58805469e+01 3.87046021e-04 1.00000000e-05
1.58794883e+01 3.56229876e-04 1.00000000e-05
1.58784297e+01 3.48332552e-04 1.00000000e-05
1.58773712e+01 3.46256234e-04 1.00000000e-05
1.58763128e+01 3.37448147e-04 1.00000000e-05
1.58752544e+01 3.29660433e-04 1.00000000e-05
1.58741962e+01 3.57301620e-04 1.00000000e-05
1.58731380e+01 3.61833109e-04 1.00000000e-05
1.58720798e+01 4.03367420e-04 1.00000000e-05
1.58710217e+01 4.31508873e-04 1.00000000e-05
1.58699638e+01 3.81406580e-04 1.00000000e-05
1.58689058e+01 3.42154423e-04 1.00000000e-05
1.58678480e+01 3.45721749e-04 1.00000000e-05
1.58667902e+01 3.39467570e-04 1.00000000e-05
1.58657325e+01 3.29298692e-04 1.00000000e-05
1.58646748e+01 3.86748668e-04 1.00000000e-05
1.58636172e+01 3.49378480e-04 1.00000000e-05
1.58625597e+01 3.52819286e-04 1.00000000e-05
1.58615023e+01 3.72617191e-04 1.00000000e-05
1.58604449e+01 3.62536430e-04 1.00000000e-05
1.58593877e+01 3.66804246e-04 1.00000000e-05
1.58583304e+01 3.89134037e-04 1.00000000e-05
1.58572733e+01 3.43018353e-04 1.00000000e-05
1.58562162e+01 3.36676220e-04 1.00000000e-05
1.58551592e+01 3.50256808e-04 1.00000000e-05
1.58541022e+01 3.97324022e-04 1.00000000e-05
1.58530454e+01 3.73993093e-04 1.00000000e-05
1.58519886e+01 3.34492079e-04 1.00000000e-05
1.58509319e+01 3.59157747e-04 1.00000000e-05
1.58498752e+01 3.66840067e-04 1.00000000e-05
1.58488186e+01 3.48850982e-04 1.00000000e-05
1.58477621e+01 3.55257476e-04 1.00000000e-05
1.58467056e+01 3.67501540e-04 1.00000000e-05
1.58456493e+01 3.55875288e-04 1.00000000e-05
1.58445930e+01 3.81230336e-04 1.00000000e-05
1.58435367e+01 4.09358897e-04 1.00000000e-05
1.58424806e+01 3.57805405e-04 1.00000000e-05
1.58414245e+01 3.35658577e-04 1.00000000e-05
1.58403684e+01 3.97397584e-04 1.00000000e-05
1.58393125e+01 3.40148406e-04 1.00000000e-05
1.58382566e+01 3.33179005e-04 1.00000000e-05
1.58372008e+01 3.32121199e-04 1.00000000e-05
1.58361450e+01 3.72690074e-04 1.00000000e-05
1.58350894e+01 3.56026069e-04 1.00000000e-05
1.58340338e+01 4.18520309e-04 1.00000000e-05
1.58329782e+01 3.28401861e-04 1.00000000e-05
1.58319228e+01 3.61217714e-04 1.00000000e-05
1.58308674e+01 3.95301593e-04 1.00000000e-05
1.58298121e+01 3.68722388e-04 1.00000000e-05
1.58287568e+01 3.40534706e-04 1.00000000e-05
1.58277016e+01 3.77232649e-04 1.00000000e-05
1.58266465e+01 3.38802410e-04 1.00000000e-05
1.58255915e+01 3.40515579e-04 1.00000000e-05
1.58245365e+01 4.05023868e-04 1.00000000e-05
1.58234816e+01 3.72617299e-04 1.00000000e-05
1.58224268e+01 3.41994103e-04 1.00000000e-05
1.58213720e+01 3.58740158e-04 1.00000000e-05
1.58203173e+01 3.60531252e-04 1.00000000e-05
1.58192627e+01 3.48008870e-04 1.00000000e-05
1.58182082e+01 3.59883502e-04 1.00000000e-05
1.58171537e+01 3.68724347e-04 1.00000000e-05
1.58160993e+01 3.52040326e-04 1.00000000e-05
1.58150450e+01 3.76538924e-04 1.00000000e-05
1.58139907e+01 3.55734793e-04 1.00000000e-05
1.58129365e+01 3.63352522e-04 1.00000000e-05
1.58118824e+01 3.84867872e-04 1.00000000e-05
1.58108283e+01 3.49595833e-04 1.00000000e-05
1.58097743e+01 3.44708411e-04 1.00000000e-05
1.58087204e+01 3.49167488e-04 1.00000000e-05
1.58076666e+01 3.47691984e-04 1.00000000e-05
1.58066128e+01 3.48002763e-04 1.00000000e-05
1.58055591e+01 3.51771554e-04 1.00000000e-05
1.58045055e+01 3.49534195e-04 1.00000000e-05
1.58034519e+01 3.66010608e-04 1.00000000e-05
1.58023984e+01 3.35912654e-04 1.00000000e-05
1.58013450e+01 3.42506131e-04 1.00000000e-05
1.58002916e+01 3.48781133e-04 1.00000000e-05
1.57992383e+01 3.54756767e-04 1.00000000e-05
1.57981851e+01 3.45059081e-04 1.00000000e-05
1.57971320e+01 3.47134034e-04 1.00000000e-05
1.57960789e+01 3.53650873e-04 1.00000000e-05
1.57950259e+01 3.60653640e-04 1.00000000e-05
1.57939730e+01 3.80659485e-04 1.00000000e-05
1.57929201e+01 3.63264149e-04 1.00000000e-05
1.57918673e+01 3.51260502e-04 1.00000000e-05
1.57908146e+01 3.85180111e-04 1.00000000e-05
1.57897620e+01 3.60501868e-04 1.00000000e-05
1.57887094e+01 3.69741061e-04 1.00000000e-05
1.57876569e+01 3.40585380e-04 1.00000000e-05
1.57866044e+01 3.40770129e-04 1.00000000e-05
1.57855521e+01 3.61337849e-04 1.00000000e-05
1.57844998e+01 3.71362774e-04 1.00000000e-05
1.57834475e+01 3.96358443e-04 1.00000000e-05
1.57823954e+01 3.58236790e-04 1.00000000e-05
1.57813433e+01 3.57508638e-04 1.00000000e-05
1.57802913e+01 3.24001609e-04 1.00000000e-05
1.57792393e+01 3.83746192e-04 1.00000000e-05
1.57781874e+01 3.68290615e-04 1.00000000e-05
1.57771356e+01 3.33402797e-04 1.00000000e-05
1.57760839e+01 4.41242873e-04 1.00000000e-05
1.57750322e+01 3.65293086e-04 1.00000000e-05
1.57739806e+01 3.39314949e-04 1.00000000e-05
1.57729291e+01 3.61207761e-04 1.00000000e-05
1.57718776e+01 3.63283975e-04 1.00000000e-05
1.57708262e+01 3.50251042e-04 1.00000000e-05
1.57697749e+01 3.43920405e-04 1.00000000e-05
1.57687237e+01 3.67417647e-04 1.00000000e-05
1.57676725e+01 3.48855912e-04 1.00000000e-05
1.57666214e+01 3.83999565e-04 1.00000000e-05
1.57655703e+01 3.94377429e-04 1.00000000e-05
1.57645194e+01 3.48667953e-04 1.00000000e-05
1.57634685e+01 3.34960029e-04 1.00000000e-05
1.57624177e+01 3.83167172e-04 1.00000000e-05
1.57613669e+01 3.47753993e-04 1.00000000e-05
1.57603162e+01 3.17247618e-04 1.00000000e-05
1.57592656e+01 3.36293852e-04 1.00000000e-05
1.57582150e+01 4.13940051e-04 1.00000000e-05
1.57571646e+01 4.00493749e-04 1.00000000e-05
1.57561142e+01 3.85441000e-04 1.00000000e-05
1.57550638e+01 3.57093271e-04 1.00000000e-05
1.57540136e+01 3.77627795e-04 1.00000000e-05
1.57529634e+01 3.33786392e-04 1.00000000e-05
1.57519132e+01 3.67791890e-04 1.00000000e-05
1.57508632e+01 3.72400605e-04 1.00000000e-05
1.57498132e+01 3.83781381e-04 1.00000000e-05
1.57487633e+01 3.70141105e-04 1.00000000e-05
1.57477134e+01 3.38580842e-04 1.00000000e-05
1.57466636e+01 3.44404414e-04 1.00000000e-05
1.57456139e+01 3.61611349e-04 1.00000000e-05
1.57445643e+01 3.57499185e-04 1.00000000e-05
1.57435147e+01 3.60843155e-04 1.00000000e-05
1.57424652e+01 3.65366840e-04 1.00000000e-05
1.57414158e+01 3.25402130e-04 1.00000000e-05
1.57403664e+01 3.84068556e-04 1.00000000e-05
1.57393172e+01 4.06625284e-04 1.00000000e-05
1.57382679e+01 3.50495580e-04 1.00000000e-05
1.57372188e+01 3.84936414e-04 1.00000000e-05
1.57361697e+01 3.35169611e-04 1.00000000e-05
1.57351207e+01 3.51943917e-04 1.00000000e-05
1.57340718e+01 3.41086065e-04 1.00000000e-05
1.57330229e+01 3.47042783e-04 1.00000000e-05
1.57319741e+01 3.56840296e-04 1.00000000e-05
1.57309254e+01 3.90602836e-04 1.00000000e-05
1.57298767e+01 3.51104110e-04 1.00000000e-05
1.57288281e+01 3.66487634e-04 1.00000000e-05
1.57277796e+01 3.30380535e-04 1.00000000e-05
1.57267312e+01 3.43923166e-04 1.00000000e-05
1.57256828e+01 3.55427301e-04 1.00000000e-05
1.57246345e+01 3.40753316e-04 1.00000000e-05
1.57235862e+01 3.58951702e-04 1.00000000e-05
1.57225381e+01 3.79151882e-04 1.00000000e-05
1.57214900e+01 3.23133940e-04 1.00000000e-05
1.57204419e+01 3.44292323e-04 1.00000000e-05
1.57193940e+01 3.64947630e-04 1.00000000e-05
1.57183461e+01 3.41792032e-04 1.00000000e-05
1.57172983e+01 3.48668821e-04 1.00000000e-05
1.57162505e+01 3.65048524e-04 1.00000000e-05
1.57152028e+01 3.48807488e-04 1.00000000e-05
1.57141552e+01 3.78991400e-04 1.00000000e-05
1.57131077e+01 3.55593198e-04 1.00000000e-05
1.57120602e+01 3.69068238e-04 1.00000000e-05
1.57110128e+01 3.47380154e-04 1.00000000e-05
1.57099655e+01 3.49939992e-04 1.00000000e-05
1.57089182e+01 3.30161572e-04 1.00000000e-05
1.57078710e+01 3.25336207e-04 1.00000000e-05
1.57068239e+01 4.05832693e-04 1.00000000e-05
1.57057769e+01 3.54272104e-04 1.00000000e-05
1.57047299e+01 3.85827852e-04 1.00000000e-05
1.57036830e+01 3.62904547e-04 1.00000000e-05
1.57026361e+01 3.41332794e-04 1.00000000e-05
1.57015893e+01 3.53789290e-04 1.00000000e-05
1.57005426e+01 3.55025982e-04 1.00000000e-05
1.56994960e+01 3.37518529e-04 1.00000000e-05
1.56984494e+01 3.97960470e-04 1.00000000e-05
1.56974030e+01 3.45945124e-04 1.00000000e-05
1.56963565e+01 3.75438705e-04 1.00000000e-05
1.56953102e+01 3.64164837e-04 1.00000000e-05
1.56942639e+01 3.58636571e-04 1.00000000e-05
1.56932177e+01 3.43869530e-04 1.00000000e-05
1.56921715e+01 3.32341682e-04 1.00000000e-05
1.56911255e+01 3.65939855e-04 1.00000000e-05
1.56900794e+01 3.48739462e-04 1.00000000e-05
1.56890335e+01 3.93306443e-04 1.00000000e-05
1.56879876e+01 4.09882101e-04 1.00000000e-05
1.56869419e+01 3.76594309e-04 1.00000000e-05
1.56858961e+01 3.37606609e-04 1.00000000e-05
1.56848505e+01 3.64959013e-04 1.00000000e-05
1.56838049e+01 3.41194787e-04 1.00000000e-05
1.56827594e+01 3.40127836e-04 1.00000000e-05
1.56817139e+01 3.69368213e-04 1.00000000e-05
1.56806685e+01 4.05760775e-04 1.00000000e-05
1.56796232e+01 3.42557575e-04 1.00000000e-05
1.56785780e+01 3.78794851e-04 1.00000000e-05
1.56775328e+01 3.28279180e-04 1.00000000e-05
1.56764877e+01 3.52397553e-04 1.00000000e-05
1.56754427e+01 3.70758916e-04 1.00000000e-05
1.56743977e+01 3.37408346e-04 1.00000000e-05
1.56733528e+01 3.74030302e-04 1.00000000e-05
1.56723080e+01 3.64137307e-04 1.00000000e-05
1.56712633e+01 3.56798849e-04 1.00000000e-05
1.56702186e+01 3.60447966e-04 1.00000000e-05
1.56691740e+01 3.62483708e-04 1.00000000e-05
1.56681294e+01 3.48290240e-04 1.00000000e-05
1.56670850e+01 3.26492311e-04 1.00000000e-05
1.56660406e+01 3.57923410e-04 1.00000000e-05
1.56649962e+01 3.34329655e-04 1.00000000e-05
1.56639520e+01 3.38399685e-04 1.00000000e-05
1.56629078e+01 3.30277378e-04 1.00000000e-05
1.56618636e+01 3.51379643e-04 1.00000000e-05
1.56608196e+01 3.72201257e-04 1.00000000e-05
1.56597756e+01 3.51378795e-04 1.00000000e-05
1.56587317e+01 4.37064258e-04 1.00000000e-05
1.56576878e+01 3.72159503e-04 1.00000000e-05
1.56566441e+01 3.22673987e-04 1.00000000e-05
1.56556004e+01 3.61609206e-04 1.00000000e-05
1.56545567e+01 3.47254998e-04 1.00000000e-05
1.56535132e+01 4.18416213e-04 1.00000000e-05
1.56524697e+01 3.41802042e-04 1.00000000e-05
1.56514262e+01 3.43570677e-04 1.00000000e-05
1.56503829e+01 3.74844959e-04 1.00000000e-05
1.56493396e+01 3.53241422e-04 1.00000000e-05
1.56482964e+01 3.37006575e-04 1.00000000e-05
1.56472532e+01 3.61862896e-04 1.00000000e-05
1.56462101e+01 3.67709897e-04 1.00000000e-05
1.56451671e+01 3.45915828e-04 1.00000000e-05
1.56441242e+01 3.75584224e-04 1.00000000e-05
1.56430813e+01 3.65958956e-04 1.00000000e-05
1.56420385e+01 3.80792509e-04 1.00000000e-05
1.56409958e+01 3.41698983e-04 1.00000000e-05
